"#property","latitude","longitude","address","alternativeName","city","name","corporateRepresentative","establisher","openingDate","telephone　number","medicalSubjects","note","numberOfBeds","pref","prefCode"
"jp.takamatsu.smartcity.medical.Hospital.217","34.339515","134.06156","香川県高松市松島町一丁目１４番２３号","無床診療所","高松市","田坂耳鼻咽喉科医院","","田坂　周治","1996/9/4","087-861-8204","アレルギー科、耳鼻咽喉科、気管食道科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.218","34.285844","134.00036","香川県高松市中間町２３番地１","無床診療所","高松市","医療法人社団萌光会高塚クリニック整形外科耳鼻咽喉科","理事長　高塚　ま由","医療法人社団萌光会","1998/1/1","087-885-4880","リウマチ科、整形外科、耳鼻咽喉科、リハビリ科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.219","34.310063","134.049252","香川県高松市太田下町２４６２番地３","無床診療所","高松市","医療法人社団竹広小児科医院","理事長　竹広　晃","医療法人社団竹広小児科医院","1998/8/1","087-866-2461","小児科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.220","34.285143","134.00349","香川県高松市円座町１２９番地４","無床診療所","高松市","医療法人社団谷崎眼科医院","理事長　谷崎　勍","医療法人社団谷崎眼科医院","1999/3/1","087-885-5558","眼科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.221","34.32671","134.067686","香川県高松市木太町１８１３番地１","無床診療所","高松市","医療法人社団高畠小児科・アレルギー科医院","理事長　高畠　美人","医療法人社団高畠小児科・アレルギー科医院","2000/3/1","087-862-2032","アレルギー科、小児科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.222","34.297041","133.95818","香川県高松市国分寺町新居１３１０番地１","無床診療所","高松市","タカオ整形外科医院","","鷹尾　正和","2000/10/3","087-870-6700","整形外科、リハビリ科、麻酔科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.223","34.328134","134.159323","香川県高松市牟礼町原４３０番地","無床診療所","高松市","医療法人社団高本内科医院","理事長　高本　雅弘","医療法人社団高本内科医院","2001/11/1","087-845-8000","内科、胃腸科、循環器科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.224","34.384345","134.128185","香川県高松市庵治町６３８５番地１０４","無床診療所","高松市","田村内科クリニック","","田村　隆一","2002/12/16","087-871-1181","内科、消化器科、循環器科、糖尿病内科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.225","34.333795","134.049192","香川県高松市藤塚町一丁目８番１７号","無床診療所","高松市","医療法人社団内科高橋クリニック","理事長　高橋　道也","医療法人社団内科高橋クリニック","2006/6/1","087-831-7073","内科、消化器科、循環器科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.226","34.292981","134.057568","香川県高松市多肥上町１４６１番地","無床診療所","高松市","医療法人社団ポラリスたむら内科","理事長　髙津　瑶子","医療法人社団ポラリス","2011/5/1","087-888-3311","内科、循環器内科、糖尿病内科、腎臓内科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.227","34.321814","134.069137","香川県高松市木太町１１７４番地１","無床診療所","高松市","愛和会たかまつクリニック","理事長　立川　豊吏","医療法人財団愛和会","2013/5/15","087-813-5876","内科、心療内科、精神科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.228","34.344687","134.016858","香川県高松市郷東町１３４番地１　西高松メディカルビルイーア１階","無床診療所","高松市","竹田耳鼻咽喉科クリニック","理事長　竹田　雅聖","医療法人社団すずらん","2013/9/1","087-873-2033","アレルギー科、耳鼻咽喉科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.229","34.322432","134.090868","香川県高松市春日町４３８番地１","無床診療所","高松市","医療法人社団佳友会タウンクリニック高松東","理事長　友廣　敦文","医療法人社団佳友会","2012/9/1","087-818-0007","内科、消化器内科、循環器内科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.230","34.34488","134.046791","香川県高松市紺屋町４番地１０　鹿島紺屋町ビル１Ｆ","無床診療所","高松市","医療法人高松神経内科クリニック","理事長　山本　光利","医療法人高松神経内科クリニック","2013/10/1","087-873-2228","精神科、神経内科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.231","34.339291","134.059618","香川県高松市松島町一丁目１６番２０号","無床診療所","高松市","高松市夜間急病診療所","高松市長","高松市","2014/9/1","087-839-2299","内科、小児科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.232","34.338701","134.049205","香川県高松市香西本町１番地１　イオンモール高松１階","無床診療所","高松市","高松ひまわり眼科","理事長　松尾　眞二郎","医療法人しんあい会","2015/7/1","087-802-1703","眼科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.233","34.343613","134.040557","香川県高松市番町二丁目１０番６号","無床診療所","高松市","高松にれクリニック","理事長　秋山　賢次","医療法人讃楡会","2015/11/1","087-851-1117","内科、人工透析内科、糖尿病内科、腎臓内科、泌尿器科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.234","34.348764","134.064758","香川県高松市朝日町二丁目４８３番３２２号","無床診療所","高松市","高松画像診断クリニック","理事長　松本  義人","医療法人社団西高松脳外科・内科クリニック","2016/2/1","087-811-5588","内科、脳神経外科、整形外科、リハビリ科、放射線科、麻酔科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.235","34.339842","134.067058","香川県高松市福岡町四丁目２８番３０号","無床診療所","高松市","高松内視鏡診断クリニック","理事長　松本　義人","医療法人社団西高松脳外科・内科クリニック","2016/9/1","087-821-8877","内科、消化器内科、循環器内科、脳神経外科、放射線科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.236","34.344898","134.046407","香川県高松市紺屋町５番地３","無床診療所","高松市","高松紺屋町クリニック","理事長　佐用　義孝","医療法人ウェルネスサポート","2016/11/1","087-813-1018","内科、糖尿病内科、皮膚科、呼吸器内科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.237","34.34009","134.111119","香川県高松市高松町３００６番地２１","無床診療所","高松市","たつや耳鼻咽喉科","理事長　石田　京子","医療法人社団千和会","2017/1/1","087-843-8733","耳鼻咽喉科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.238","34.348842","134.04911","香川県高松市寿町一丁目４番３号　高松中央通りビル４階","無床診療所","高松市","医療法人社団清仁会玉藻クリニック","理事長　猪尾　昌之","医療法人社団清仁会","2018/12/1","087-811-7021","内科、リウマチ科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.239","34.2865","134.03531","香川県高松市三名町６５番地","無床診療所","高松市","高松南整形外科スポーツクリニック","","中溝　寛之","2019/11/1","087-889-4970","整形外科、リハビリ科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.240","34.345826","134.050269","香川県高松市丸亀町１番地１　丸亀町壱番街西館２階","無床診療所","高松市","医療法人社団RENATUS　PRAS　TANAKAクリニック形成外科・美容外科","理事長　田中　嘉雄","医療法人社団ＲＥＮＡＴＵＳ　ＰＲＡＳ","2020/11/22","087-823-1500","形成外科、美容外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.242","34.422115","134.054774","香川県高松市男木町１９８８番地","無床診療所","高松市","高松市国民健康保険男木診療所","高松市長","高松市","2022/2/12","087-873-0003","内科、外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.243","34.309851","134.049717","香川県高松市太田下町２４５７番地１","無床診療所","高松市","高松e眼科","","山地　英孝","2022/4/1","087-868-8855","眼科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.244","34.303303","134.081731","香川県高松市六条町１２２１番地１","無床診療所","高松市","たけうち日帰り外科","","竹内　聖","2023/1/11","087-813-7781","内科、外科、消化器外科、肛門外科、麻酔科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.245","34.338755","134.052556","香川県高松市常磐町一丁目３番地１　瓦町ＦＬＡＧ５階","無床診療所","高松市","医療法人社団イースト会高松イースト駅前クリニック","理事長　薄井　庸孝","医療法人社団イースト会","2023/4/12","087-863-1811","皮膚科、泌尿器科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.246","34.33935","134.05102","香川県高松市瓦町二丁目１２番地８　ＬＥＥＺＥＮビル５Ｆ","無床診療所","高松市","医療法人社団京仁会　ＡＢＣクリニック美容外科　高松院","理事長　小原　祟","医療法人社団京仁会","2023/10/1","0120-771-373","美容外科、泌尿器科","","","香川県","372013"
