"#property","latitude","longitude","address","alternativeName","city","name","corporateRepresentative","establisher","openingDate","telephoneNumber","faxNumber","fullNameInKana","identification","katagaki","medicalCode","medicalSubjects","note","numberOfBeds","overtimeResponse","pref","prefCode","referenceObject"
"jp.takamatsu.smartcity.medical.Hospital.233","34.321858","134.063855","香川県高松市松縄町41-5","有床診療所","高松市","医療法人社団田原内科医院","理事長　田原　律哉","医療法人社団田原内科医院","1993/3/1","087-867-1766","087-867-1767","タハラナイカイイン",,,,"呼吸器内科、消化器内科、循環器内科、糖尿病・内分泌内科、リハビリ科",,"19",,"香川県","372013","http://www.taharanaika.jp/clinic.html"
"jp.takamatsu.smartcity.medical.Hospital.234","34.345779","134.035708","香川県高松市扇町一丁目25-25","無床診療所","高松市","田渕医院",,"田渕　保己","1991/11/1","087-821-3091","087-821-3162","タブチイイン",,,,"内科、外科、婦人科",,,,"香川県","372013","https://itp.ne.jp/info/375999605400000899/"
"jp.takamatsu.smartcity.medical.Hospital.235","34.348842","134.04911","香川県高松市寿町一丁目4番3号","無床診療所","高松市","医療法人社団清仁会玉藻クリニック","理事長　猪尾　昌之","医療法人社団清仁会","2018/12/1","087-811-7021",,"タマモクリニック",,"高松中央通りビル4階",,"内科、リウマチ科",,,,"香川県","372013","http://www.utz.or.jp/tamamo/"
"jp.takamatsu.smartcity.medical.Hospital.236","34.292981","134.057568","香川県高松市多肥上町1461","無床診療所","高松市","医療法人社団ポラリスたむら内科","理事長　髙津　瑶子","医療法人社団ポラリス","2011/5/1","087-888-3311","087-888-3312","タムラナイカ",,,,"内科、循環器内科、糖尿病内科、腎臓内科",,,,"香川県","372013","http://tamuranaika-polaris.com/pc/"
"jp.takamatsu.smartcity.medical.Hospital.237","34.384345","134.128185","香川県高松市庵治町6385-104","無床診療所","高松市","田村内科クリニック",,"田村　隆一","2002/12/16","087-871-1181","087-871-1171","タムラナイカクリニック",,,,"内科、消化器科、循環器科、糖尿病内科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.238","34.265612","134.009854","香川県高松市川部町1443-1","無床診療所","高松市","ツゲ医院",,"柘植　司郎","1984/6/1","087-885-1432","087-885-5863","ツゲイイン",,,,"内科、外科",,,,"香川県","372013","https://tsuge-iin.com/"
"jp.takamatsu.smartcity.medical.Hospital.239","34.302121","134.072932","香川県高松市林町1501-1","無床診療所","高松市","医療法人社団仁和会辻クリニック","理事長　村上　景子（溝渕　景子）","医療法人社団仁和会","2010/10/1","087-867-2662","087-867-3232","ツジクリニック",,,,"内科、循環器内科、血管外科",,,,"香川県","372013","http://www.cvs-tsuji.jp/index.html"
"jp.takamatsu.smartcity.medical.Hospital.240","34.34355","134.0493","香川県高松市鍛冶屋町1-6","無床診療所","高松市","筒井皮ふ科医院",,"井上　雅子","2017/4/20","087-821-6250",,"ツツイナイカ・ヒフカイイン",,,,"皮膚科・内科",,,,"香川県","372013","http://www.tsutsui.clinic/"
"jp.takamatsu.smartcity.medical.Hospital.241","34.349649","134.026015","香川県高松市茜町16-12","無床診療所","高松市","医療法人社団翼医院","理事長　小川　翼　","医療法人社団翼医院","1992/9/1","087-837-5800","087-837-5651","ツバサイイン",,,,"内科、胃腸科、循環器科、放射線科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.242","34.27821","134.027125","香川県高松市寺井町1053-18","無床診療所","高松市","寺井山内医院",,"山内　康彦","1989/8/1","087-886-7888","087-886-7895","テライヤマウチイイン",,,,"内科、消化器内科、循環器内科、糖尿病内科、アレルギー科、",,,,"香川県","372013","https://hospital.dr-navip.jp/kagawa/facility/1457/"
"jp.takamatsu.smartcity.medical.Hospital.243","34.344254","134.049983","香川県高松市丸亀町4-1 パイロットビル4F","無床診療所","高松市","東京ノーストクリニック",,"山本　英樹","2016/5/7","087-823-1134",,"トウキョウノーストクリニック",,"パイロットビル4F",,"形成外科、泌尿器科",,,,"香川県","372013","https://www.norst.co.jp/phimotic/map/takamatsu.html"
"jp.takamatsu.smartcity.medical.Hospital.244","34.334058","134.083463","香川県高松市木太町2808-1","無床診療所","高松市","医療法人社団眞貴会徳野医院","理事長　徳野　眞之","医療法人社団眞貴会","1999/1/1","087-831-3700","087-831-3701","トクノイイン",,,,"整形外科、リハビリ科、麻酔科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.245","34.318163","134.051042","香川県高松市伏石町1352-2","無床診療所","高松市","トビウメ小児科医院",,"飛梅　元","2024/4/1","087-865-3111",,"トビウメショウニカイイン",,,,"小児科",,,,"香川県","372013","http://www.tobiume-shounika.com/index.html"
"jp.takamatsu.smartcity.medical.Hospital.246","34.308747","134.057389","香川県高松市伏石町2131-2","無床診療所","高松市","医療法人社団水明会とびうめ内科医院","理事長　飛梅　耕一","医療法人社団水明会","2000/5/1","087-866-1130","087-866-1130","トビウメナイカイイン",,,,"内科、呼吸器科、胃腸科",,,,"香川県","372013","http://www.tobiume-cl.com/"
"jp.takamatsu.smartcity.medical.Hospital.247","34.34388","134.043248","香川県高松市番町二丁目6-13","無床診療所","高松市","医療法人社団とみおか内科クリニック","理事長　富岡　幸生","医療法人社団とみおか内科クリニック","2000/10/1","087-825-9121","087-825-9120","トミオカナイカクリニック",,,,"内科",,,,"香川県","372013","http://www.netwave.or.jp/~tomi-cli/"
"jp.takamatsu.smartcity.medical.Hospital.248","34.25578","134.034373","香川県高松市香川町浅野1030-1","無床診療所","高松市","内科・消化器内科佐々木クリニック","理事長　佐々木　陽介","医療法人社団陽洸会","2012/5/20","087-840-5339","087-840-5337","ナイカ・ショウカキナイカササキクリニック",,,,"内科、消化器内科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.249","34.333795","134.049192","香川県高松市藤塚町一丁目8-17","無床診療所","高松市","医療法人社団内科高橋クリニック","理事長　高橋　道也","医療法人社団内科高橋クリニック","2006/6/1","087-831-7073","087-831-7568","ナイカタカハシクリニック",,,,"内科、消化器科、循環器科",,,,"香川県","372013","https://www.naikatakahashi.clinic/"
"jp.takamatsu.smartcity.medical.Hospital.250","34.337768","134.065601","香川県高松市松島町二丁目17-15","無床診療所","高松市","内科前田医院",,"前田　道彦","2007/12/18","087-863-5252","087-837-1009","ナイカマエダイイン",,,,"内科、アレルギー科、リハビリ科",,,,"香川県","372013","http://maeda-cl.com/"
"jp.takamatsu.smartcity.medical.Hospital.252","34.320578","133.998061","香川県高松市飯田町343-１","無床診療所","高松市","長尾医院","理事長　長尾　建彦","医療法人建心会","2014/4/1","087-881-2901","087-870-5171","ナガオイイン",,,,"内科、外科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.253","34.29735","133.961064","香川県高松市国分寺町新居1288-6","無床診療所","高松市","中川皮膚科医院",,"中川　俊文","2000/8/1","087-870-6660","087-870-6611","ナカガワヒフカイイン",,,,"皮膚科",,,,"香川県","372013","http://www.myclinic.ne.jp/naka6660/pc/"
"jp.takamatsu.smartcity.medical.Hospital.254","34.343543","134.003917","香川県高松市香西本町256-1","無床診療所","高松市","医療法人社団中空医院","理事長　中空　達樹","医療法人社団中空医院","2003/10/1","087-881-1230","087-881-6171","ナカゾライイン",,,,"内科、人工透析内科、消化器内科、循環器内科",,,,"香川県","372013","http://nakazora.kagawa.jp/"
"jp.takamatsu.smartcity.medical.Hospital.255","34.334352","134.048937","香川県高松市藤塚町一丁目7-7","無床診療所","高松市","中村眼科医院",,"中村　晶","1992/5/1","087-833-4880","087-833-8330","ナカムラガンカイイン",,,,"眼科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.256","34.284639","134.006692","香川県高松市円座町1593","無床診療所","高松市","那須医院",,"那須　義功","1996/12/25","087-885-1406","087-885-1427","ナスイイン",,,,"内科、小児科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.257","34.301104","134.018773","香川県高松市成合町1357","有床診療所","高松市","なりあい医院","理事長　村上　良一","学校法人村上学園","2007/12/1","087-885-7700","087-885-7500","ナリアイイイン",,,,"胃腸内科、外科、リハビリ科",,"19（休床中）",,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.258","34.28202","134.023515","香川県高松市寺井町1385-10","有床診療所","高松市","医療法人社団仁泉会西岡医院","理事長　西岡　敦子","医療法人社団仁泉会","1995/3/1","087-885-2021","4/1/22","ニシオカイイン",,,,"内科、リウマチ科、小児科、整形外科、リハビリ科",,"19",,"香川県","372013","http://www.jinsenkai.jp/nishioka/"
"jp.takamatsu.smartcity.medical.Hospital.259","34.316291","134.027168","香川県高松市松並町559-3","無床診療所","高松市","医療法人社団良済会西春日小児科医院","理事長　神内　仁","医療法人社団良済会","1990/7/1","087-867-7070","087-869-0801","ニシカスガショウニカイイン",,,,"小児精神科、小児科",,,,"香川県","372013","http://www.nishikasuga.com/"
"jp.takamatsu.smartcity.medical.Hospital.260","34.344848","134.047637","香川県高松市紺屋町3-12","無床診療所","高松市","西風循環器科医院",,"本間　菜々","2020/5/5","087-851-0880","087-823-4086","ニシカゼジュンカンキカイイン",,,,"内科、循環器内科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.261","34.341719","134.052761","香川県高松市瓦町一丁目4-5","無床診療所","高松市","西川クリニック","理事長　西川　正史","医療法人恵愛会（社団）","2005/11/1","087-851-1027","087-851-0537","ニシカワクリニック",,,,"外科、整形外科、リハビリ科",,,,"香川県","372013","https://itp.ne.jp/info/377251934118051570/"
"jp.takamatsu.smartcity.medical.Hospital.262","34.344687","134.016858","香川県高松市郷東町134-1","無床診療所","高松市","西高松脳外科・内科クリニック","理事長　松本  義人","医療法人社団西高松脳外科・内科クリニック","2009/5/1","087-832-8811","087-881-1653","ニシタカマツノウゲカ・ナイカクリニック",,"西高松メディカルビルイーア2階",,"内科、整形外科、脳神経外科、リハビリテーション科、放射線科",,,,"香川県","372013","https://brain.nishitakamatsu.jp/"
"jp.takamatsu.smartcity.medical.Hospital.263","34.26683","134.025532","香川県高松市香川町大野1325-1","有床診療所","高松市","医療法人社団西原眼科医院","理事長　西原　聡一朗","医療法人社団西原眼科医院","1998/4/1","087-885-5511","087-885-5534","ニシハラガンカイイン",,,,"眼科",,"4",,"香川県","372013","http://www.nishihara-gankaiin.com/"
"jp.takamatsu.smartcity.medical.Hospital.265","34.334839","134.07845","香川県高松市木太町2543-13","無床診療所","高松市","新田リウマチ整形外科医院",,"新田　雅英","1999/1/1","087-833-8757","087-833-8757","ニッタリュウマチセイケイゲカイイン",,,,"リウマチ科、整形外科、リハビリ科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.266","34.335501","134.050983","香川県高松市東田町4-8","有床診療所","高松市","沼本産婦人科医院",,"沼本　篤男","2016/9/1","087-831-7062",,"ヌマモトサンフジンカイイン",,,,"産婦人科",,"2",,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.267","34.342657","134.030864","香川県高松市昭和町二丁目14-13","無床診療所","高松市","ぬもと内科医院",,"沼本　明美","1997/1/1","087-861-0465","087-861-0465","ヌモトナイカイイン",,,,"内科、呼吸器科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.268","34.288513","134.110526","香川県高松市前田東町1213-2","無床診療所","高松市","野口内科医院",,"野口　章男","1988/10/1","087-847-6555","087-847-6555","ノグチナイカイイン",,,,"内科、消化器内科",,,,"香川県","372013","https://byoinnavi.jp/clinic/95688"
