#LINK,,,,,,,,,,,,,,,,,,,,,,,,,
#lang,ja,,,,,,,,,,,,,,,,,,,,,,,,
#attribution_name,高松市,,,,,,,,,,,,,,,,,,,,,,,,
#license,http://creativecommons.org/licenses/by/3.0/deed.ja,,,,,,,,,,,,,,,,,,,,,,,,
#file_name,0062,,,,,,,,,,,,,,,,,,,,,,,,
#download_from,https://opendata.smartcity-takamatsu.jp/ckan/dataset/hospital,,,,,,,,,,,,,,,,,,,,,,,,
#property,prefCode,identification,pref,city,name,fullNameInKana,alternativeName,address,katagaki,location,telephoneNumber,extensionNumber,faxNumber,corporateNumber,corporateName,medicalCode,availableDate,medicalStartTime,medicalEndTime,availableDateNote,overtimeResponse,medicalSubjects,numberOfBeds,referenceObject,note
#object_type_xsd,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
#property_context,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion
233,372013,,香川県,高松市,田原内科医院,タハラナイカイイン,有床診療所,香川県高松市松縄町41-5,,",",087-867-1766,,087-867-1767,,医療法人社団田原内科医院,,月火水木金土,09：00,18：00,木曜日、土曜日13：00まで。,,呼吸器内科、消化器内科、循環器内科、糖尿病・内分泌内科、リハビリ科,19（休床中）,http://www.taharanaika.jp/clinic.html,
234,372013,,香川県,高松市,田渕医院,タブチイイン,無床診療所,香川県高松市扇町一丁目25-25,,",",087-821-3091,,087-821-3162,,田渕　保己,,月火水木金土,09：00,18：00,木曜日、土曜日12：00まで。,,内科、外科、婦人科,0,https://itp.ne.jp/info/375999605400000899/,
235,372013,,香川県,高松市,玉藻クリニック,タマモクリニック,無床診療所,香川県高松市寿町一丁目4番3号,高松中央通りビル4階,",",087-811-7021,,,,医療法人社団清仁会,,火水木金土,09：00,18：00,水曜日14：00から。金曜日、土曜日12：00まで。,,内科、リウマチ科,0,http://www.utz.or.jp/tamamo/,
236,372013,,香川県,高松市,たむら内科,タムラナイカ,無床診療所,香川県高松市多肥上町1461,,",",087-888-3311,,087-888-3312,,医療法人社団ポラリス,,月火水木金土,09：00,18：00,金曜日、土曜日12：30まで。,,内科、呼吸器内科、消化器内科、糖尿病内科、血液内科、アレルギー科、リウマチ科、泌尿器科,0,http://tamuranaika-polaris.com/pc/,
237,372013,,香川県,高松市,田村内科クリニック,タムラナイカクリニック,無床診療所,香川県高松市庵治町6385-104,,",",087-871-1181,,087-871-1171,,田村　隆一,,月火水木金土,09：00,18：00,木曜日、土曜日12：30まで。,,内科、消化器科、循環器科、糖尿病内科,0,,
238,372013,,香川県,高松市,ツゲ医院,ツゲイイン,無床診療所,香川県高松市川部町1443-1,,",",087-885-1432,,087-885-5863,,柘植　司郎,,月火水木金土,09：00,18：30,木曜日12：00、土曜日16：00まで。,,内科、外科,0,https://tsuge-iin.com/,
239,372013,,香川県,高松市,辻クリニック,ツジクリニック,無床診療所,香川県高松市林町1501-1,,",",087-867-2662,,087-867-3232,,医療法人社団仁和会,,月火水木金土,09：00,18：00,木曜日、土曜日12：00まで。,,腹部外科、内科（循環器科）、外科、消化器外科、血管外科,0,http://www.cvs-tsuji.jp/index.html,
240,372013,,香川県,高松市,筒井皮ふ科医院,ツツイナイカ・ヒフカイイン,無床診療所,香川県高松市鍛冶屋町1-6,,",",087-821-6250,,,,井上　雅子,,月火水木金土,09：30,18：00,土曜日08：30～11：30まで、第１第３第５のみ。,,皮膚科・内科,0,http://www.tsutsui.clinic/,
241,372013,,香川県,高松市,翼医院,ツバサイイン,無床診療所,香川県高松市茜町16-12,,",",087-837-5800,,087-837-5651,,医療法人社団翼医院,,月火水木金土,09：00,18：00,水曜日、木曜日、土曜日13：00まで。,,内科、胃腸科、循環器科、放射線科,0,,
242,372013,,香川県,高松市,寺井山内医院,テライヤマウチイイン,無床診療所,香川県高松市寺井町1053-18,,",",087-886-7888,,087-886-7895,,山内　康彦,,月火水木金土,09：30,18：00,木曜日、土曜日12：30まで。,,内科、消化器内科、循環器内科、糖尿病内科、アレルギー科、,0,https://hospital.dr-navip.jp/kagawa/facility/1457/,
243,372013,,香川県,高松市,東京ノーストクリニック,トウキョウノーストクリニック,無床診療所,香川県高松市丸亀町4-1,パイロットビル4F,",",087-823-1134,,,,山本　英樹,,土日,15：00,21：00,日曜日10：00～18：00まで。,,形成外科、泌尿器科,0,https://www.norst.co.jp/phimotic/map/takamatsu.html,
244,372013,,香川県,高松市,徳野医院,トクノイイン,無床診療所,香川県高松市木太町2808-1,,",",087-831-3700,,087-831-3701,,医療法人社団眞貴会,,月火水木金土,09：00,18：00,土曜日13：00まで。,,整形外科、リハビリ科、麻酔科,0,,
245,372013,,香川県,高松市,トビウメ小児科医院,トビウメショウニカイイン,無床診療所,香川県高松市伏石町1390-1,,",",087-865-3111,,087-865-3134,,飛梅　董,,月火水木金土,08：30,17：00,水曜日12：00まで。,,小児科,0,http://www.tobiume-shounika.com/index.html,
246,372013,,香川県,高松市,とびうめ内科医院,トビウメナイカイイン,無床診療所,香川県高松市伏石町2131-2,,",",087-866-1130,,087-866-1130,,医療法人社団水明会,,月火水木金土,08：30,18：30,土曜日13：00まで。,,内科、呼吸器科、胃腸科,0,http://www.tobiume-cl.com/,
247,372013,,香川県,高松市,とみおか内科クリニック,トミオカナイカクリニック,無床診療所,香川県高松市番町二丁目6-13,,",",087-825-9121,,087-825-9120,,医療法人社団とみおか内科クリニック,,月火水金,09：00,17：30,火曜日19：30まで。,,内科,0,http://www.netwave.or.jp/~tomi-cli/,
248,372013,,香川県,高松市,内科・消化器内科　佐々木クリニック,ナイカ・ショウカキナイカササキクリニック,無床診療所,香川県高松市香川町浅野1030-1,,",",087-840-5339,,087-840-5337,,医療法人社団陽洸会,,月火水木金土日,08：00,18：00,水曜日12：30、土曜日、日曜日第１第３第５のみ12：30まで。,,内科、消化器内科,0,,
249,372013,,香川県,高松市,内科高橋クリニック,ナイカタカハシクリニック,無床診療所,香川県高松市藤塚町一丁目8-17,,",",087-831-7073,,087-831-7568,,医療法人社団内科高橋クリニック,,月火水木金土,09：00,18：00,火曜日19：00、土曜日13：00まで。,,内科、消化器科、循環器科,0,https://www.naikatakahashi.clinic/,
250,372013,,香川県,高松市,内科前田医院,ナイカマエダイイン,無床診療所,香川県高松市松島町二丁目17-15,,",",087-863-5252,,087-837-1009,,前田　道彦,,月火水木金土,09：00,18：00,木曜日、土曜日13：00まで。,,内科、アレルギー科、リハビリ科,0,http://maeda-cl.com/,
251,372013,,香川県,高松市,永井小児科医院,ナガイショウニカイイン,無床診療所,香川県高松市茜町2-20,,",",087-862-2920,,087-863-4321,,医療法人社団永井小児科医院,,月火水木金土,09：00,18：00,水曜日12：00、土曜日13：00まで。,,小児科,0,http://park.paa.jp/park2/clinics/2313,
252,372013,,香川県,高松市,長尾医院,ナガオイイン,無床診療所,香川県高松市飯田町343-１,,",",087-881-2901,,087-870-5171,,医療法人健心会,,月火水木金土,09：30,18：00,金曜日12：00まで。,,内科、外科,0,,
253,372013,,香川県,高松市,中川皮膚科医院,ナカガワヒフカイイン,無床診療所,香川県高松市国分寺町新居1288-6,,",",087-870-6660,,087-870-6611,,中川　俊文,,月火水木金土,09：00,18：00,木曜日12：30、土曜日17：00まで。,,皮膚科,0,http://www.myclinic.ne.jp/naka6660/pc/,
254,372013,,香川県,高松市,中空医院,ナカゾライイン,無床診療所,香川県高松市香西本町256-1,,",",087-881-1230,,087-881-6171,,医療法人社団中空医院,,月火水木金土,09：00,18：00,木曜日、土曜日12：00まで。,,内科、人工透析内科、消化器内科、循環器内科,0,http://nakazora.kagawa.jp/,
255,372013,,香川県,高松市,中村眼科医院,ナカムラガンカイイン,無床診療所,香川県高松市藤塚町一丁目7-7,,",",087-833-4880,,087-833-8330,,中村　晶,,月火水木金土,09：00,18：00,水曜日12：00、土曜日12：30まで。,,眼科,0,,
256,372013,,香川県,高松市,那須医院,ナスイイン,無床診療所,香川県高松市円座町1593,,",",087-885-1406,,087-885-1427,,那須　義功,,月火水木金土,09：00,18：00,土曜日12：30まで。,,内科、小児科,0,,
257,372013,,香川県,高松市,なりあい医院,ナリアイイイン,有床診療所,香川県高松市成合町1357,,",",087-885-7700,,087-885-7500,,学校法人　村上学園,,月火水木金土,09：00,18：00,木曜日、土曜日12：30まで。,,胃腸内科、外科、リハビリ科,19（休床中）,,
258,372013,,香川県,高松市,西岡医院,ニシオカイイン,有床診療所,香川県高松市寺井町1385-10,,",",087-885-2021,,087-885-9438,,医療法人社団仁泉会,,月火水木金,09：00,18：00,火14：00～18：00、金9：00～14：00,,内科、リウマチ科、小児科、整形外科、リハビリ科,19,http://www.jinsenkai.jp/nishioka/,
259,372013,,香川県,高松市,西春日小児科医院,ニシカスガショウニカイイン,無床診療所,香川県高松市松並町559-3,,",",087-867-7070,,087-869-0801,,医療法人社団良済会,,月火水木金土,09：00,18：00,水曜日12：45、土曜日17：00まで。,,小児精神科、小児科,0,http://www.nishikasuga.com/,
260,372013,,香川県,高松市,西風循環器科医院,ニシカゼジュンカンキカイイン,無床診療所,香川県高松市紺屋町3-12,,",",087-851-0880,,087-823-4086,,本間　菜々,,月火水金土,09：30,17：30,月曜日13：00、土曜日12：30まで。,,内科、呼吸器科、循環器科、麻酔科,0,,
261,372013,,香川県,高松市,西川クリニック,ニシカワクリニック,無床診療所,香川県高松市瓦町一丁目4-5,,",",087-851-1027,,087-851-0537,,医療法人恵愛会,,月火水木金土,09：00,18：00,土曜日11：30まで。,,整形外科、形成外科、リハビリ科,0,https://itp.ne.jp/info/377251934118051570/,
262,372013,,香川県,高松市,西高松脳外科･内科クリニック,ニシタカマツノウゲカ・ナイカクリニック,無床診療所,香川県高松市郷東町134-1,西高松メディカルビルイーア2階,",",087-832-8811,,087-881-1653,,医療法人社団西高松脳外科・内科クリニック,,月火水木金土,08：30,18：00,,,内科、整形外科、脳神経外科、リハビリ科,0,https://brain.nishitakamatsu.jp/,
263,372013,,香川県,高松市,西原眼科医院,ニシハラガンカイイン,有床診療所,香川県高松市香川町大野1325-1,,",",087-885-5511,,087-885-5534,,医療法人社団西原眼科医院,,月火水木金土,09：00,18：00,水曜日、金曜日12：30まで。,,耳鼻咽喉科,4,http://www.nishihara-gankaiin.com/,
264,372013,,香川県,高松市,西本皮膚科医院,ニシモトヒフカイイン,無床診療所,香川県高松市松縄町1139-6,,",",087-869-1170,,087-869-1090,,医療法人社団フィリーズ,,月火木金土,09：30,18：00,金曜日、土曜日12：30まで。,,皮膚科,0,,
265,372013,,香川県,高松市,新田リウマチ整形外科医院,ニッタリウマチセイケイゲカイイン,無床診療所,香川県高松市木太町2543-13,,",",087-833-8757,,087-833-8757,,新田　雅英,,月火水木金土,09：00,18：00,水、土曜日13：00まで。,,リウマチ科、整形外科、リハビリ科,0,,
266,372013,,香川県,高松市,沼本産婦人科医院,ヌマモトサンフジンカイイン,有床診療所,香川県高松市東田町4-8,,",",087-831-7062,,,,沼本　篤男,,月火水木金土,09：00,18：00,水曜日、土曜日12：30まで。,,産婦人科,2,,
267,372013,,香川県,高松市,ぬもと内科医院,ヌモトナイカイイン,無床診療所,香川県高松市昭和町二丁目14-13,,",",087-861-0465,,087-861-0465,,沼本　明美,,月火水木金土,09：00,18：00,土曜日13：00まで。,,内科、呼吸器科,0,,
268,372013,,香川県,高松市,野口内科医院,ノグチナイカイイン,無床診療所,香川県高松市前田東町1213-2,,",",087-847-6555,,087-847-6555,,野口　章男,,月火水木金土,09：00,18：00,火曜日、木曜日、金曜日、土曜日12：30まで。,,内科、消化器内科,0,https://byoinnavi.jp/clinic/95688,
269,372013,,香川県,高松市,のざき内科循環器科クリニック,ノザキナイカジュンカンキカクリニック,無床診療所,香川県高松市木太町2631-1,,",",087-831-5581,,087-831-5591,,野崎　士郎,,月火水木金土,09：00,18：00,木曜日12：00、土曜日14：00まで。,,内科、循環器科,0,http://www.dr-nozaki.com/clinic/index.html,
270,372013,,香川県,高松市,野田医院,ノダイイン,無床診療所,香川県高松市多賀町二丁目9-20,,",",087-831-4275,,,,医療法人社団野田医院,,月火水木金土,09：00,18：00,土曜日12：00まで。,,内科、循環器内科、小児科,0,https://www.noda-iin.jp/,
271,372013,,香川県,高松市,のむら内科循環器消化器クリニック,ノムラナイカジュンカンキショウカキクリニック,無床診療所,香川県高松市香川町川東上字漆原1802-7,,",",087-816-8088,,087-816-8080,,医療法人社団のむら内科循環器消化器クリニック,,月火木金土,08：00,20：00,日曜日12：00まで。,,内科、消化器内科、循環器内科,0,http://8423nomura.byoinnavi.jp/pc/index.html,
272,372013,,香川県,高松市,端岡厚生クリニック,ハシオカコウセイクリニック,無床診療所,香川県高松市国分寺町新居469-6,,",",087-874-0003,,087-874-7358,,真鍋　正茂,,月火木金土,09：00,17：30,土曜日12：30まで。,,内科、外科、整形外科、リハビリ科、精神科、心療内科,0,http://w01.tp1.jp/~a151823631/,
273,372013,,香川県,高松市,蓮井内科医院,ハスイナイカイイン,無床診療所,香川県高松市太田上町346-5,,",",087-888-1331,,087-888-5020,,医療法人社団蓮井内科医院,,月火水木金土,09：00,18：00,木曜日、土曜日13：00まで。,,内科、消化器内科、循環器内科、糖尿病・代謝内科,0,http://www.hasui-i.com/,
274,372013,,香川県,高松市,はせ川内科循環器科医院,ハセガワナイカジュンカンキカイイン,無床診療所,香川県高松市屋島西町1736,,",",087-841-1555,,087-844-1021,,医療法人社団はせ川内科循環器科医院,,月火水木金土,09：00,18：00,火曜日、土曜日13：30まで。,,内科、循環器科,0,http://www.hasegawa-heart.com/,
275,372013,,香川県,高松市,はた医院,ハタイイン,無床診療所,香川県高松市香西本町89,,",",087-881-2262,,087-881-7520,,医療法人社団はた医院,,月火水木金土,09：00,18：00,木曜日、土曜日12：30まで。,,内科、消化器科、小児科、リハビリ科,0,https://itp.ne.jp/info/371603325400000899/,
276,372013,,香川県,高松市,幡内科消化器科医院,ハタナイカショウカキカイイン,無床診療所,香川県高松市天神前6-18,,",",087-835-3366,,087-835-3367,,医療法人社団幡内科消化器科医院,,月火水木金土,09：00,18：00,木曜日、土曜日13：00まで。,,内科、消化器科,0,http://www.hatanaika.jp/,
