"#property","prefCode","no","pref","cityName","townName","address","buildingName","venue","eventName","overview","organizer","startDate","startTime","endDate","endTime"
"235","372013","0235","香川県","高松市","番町一丁目","5-1",,"高松市埋蔵文化財センター（四番丁スクエア内）2階展示室","時時刻刻の高松～Takamatsu Remains File刊行記念展～","Takamatsu Remains Fileの刊行を記念し、当センターの出土資料とあわせて県埋文センターから資料を借用し、ファイルで紹介した旧石器～江戸時代まで全13遺跡を展示・紹介します。高松2万年の歴史が一堂に会す貴重な機会です。ぜひ足をお運びください。

○お問合せ先：高松市埋蔵文化財センター　087(823)2714
○高松市主催事業","高松市創造推進局文化財課","8/3/2020","09:00","4/9/2021","17:00"
"236","372013","0236","香川県","高松市","国分寺町国分","2177-1",,"高松市讃岐国分寺跡資料館","巡回展「令和元年度高松市遺跡発掘調査報告展・屋島石切丁場展」","高松市埋蔵文化財センターからの巡回展です。高松市の昨年度の遺跡発掘調査等の活動実績の中から、奥ノ池遺跡(春日町)、川島郷遺跡(川島東町)の速報をお知らせします。また、「石材産地としての屋島」の調査報告として、明治期に「黒石」と呼ばれていた凝灰角礫岩が採石されていた屋島の石切丁場についての展示を行います。

○お問合せ先：高松市讃岐国分寺跡資料館（電話：087-874-8840）
○高松市主催事業","高松市讃岐国分寺跡資料館","7/28/2020","09:00","9/22/2020","16:30"
"237","372013","0237","香川県","高松市","松島町一丁目","15-1",,"高松市男女共同参画センター（たかまつミライエ　６階）","シングルマザーの会","託児希望者　1週間前までに申し込み要

○お問合せ先：高松市男女共同参画センター（087-839-2275）
○高松市主催事業","高松市男女共同参画センター","8/9/2020","13:30","8/9/2020","14:30"
"238","372013","0238","香川県","高松市","松島町一丁目","15-1",,"高松市男女共同参画センター（たかまつミライエ　６階）","子育てリフレッシュサロン","保護者の交流・情報交換・相談
託児希望者　1週間前までに申し込み要

○お問合せ先：高松市男女共同参画センター（087-839-2275）
○高松市主催事業","高松市男女共同参画センター","8/13/2020","10:00","8/13/2020","12:00"
"239","372013","0239","香川県","高松市","松島町一丁目","15-1",,"高松市男女共同参画センター（たかまつミライエ　６階）","摂食障がい家族の会","

○お問合せ先：高松市男女共同参画センター（087-839-2275）
○高松市主催事業","高松市男女共同参画センター","8/15/2020","13:30","8/15/2020","15:30"
"240","372013","0240","香川県","高松市","松島町一丁目","15-1",,"高松市男女共同参画センター（たかまつミライエ　６階）","にこにこ・わくわく 見て楽しい！鉄道模型展","８月１日（土）10:00~16:00
８月２日（日）10:00~15:00
Ｎゲージ、ＨＯゲージ展示＆写真展。会場の密集・密接防止のため人数制限あり。

○お問合せ先：高松市男女共同参画センター（087-839-2275）
○高松市主催事業","高松市男女共同参画センター","8/1/2020","10:00","8/2/2020","15:00"
"241","372013","0241","香川県","高松市","紺屋町","10-4",,"高松市美術館","上野あづさ子どものアトリエ「なんかすごい糸電話」","なんかすごい機能（実用性はない）のついた糸電話を作ります。2m先の人とたくさんおしゃべりできるよ！
対　象▶5歳～小学3年生、先着8名（要予約）　参加費▶500円
持ち物▶お菓子の空き箱や卵パックなど、糸電話に付けたいものがあれば持ってきてください。
申込み▶8月2日（日）8：30～高松市美術館（087-823-1711）へ電話で
※後日、作り方を動画で配信します。

○お問合せ先：087-823-1711
○高松市主催事業","高松市美術館","8/16/2020","13:30","8/16/2020","15:30"
"242","372013","0242","香川県","高松市","紺屋町","10-4",,"高松市美術館","高松市美術館 第2期常設展","第2期常設展では「New Collection」と題して、昨年度新たに収蔵した作品をご紹介します。「現代アート編」では、大西伸明、宮永愛子、照沼敦朗、香川県出身の田淵太郎といった今後一層の活躍が期待される現代アーティストによる作品11点を展示。「讃岐漆芸編」では、石井磬堂や音丸耕堂、池内荷芳など、個人所蔵家の優れた審美眼により収集された漆芸42点(19作家)を展示。ぜひお楽しみください。

○お問合せ先：087-823-1711
○高松市主催事業","高松市美術館","6/27/2020",,"9/22/2020",
"243","372013","0243","香川県","高松市","太田上町","405-1",,"香川県聴覚障害者福祉センター","夏休み親子手話教室","　手話は、聞こえない人たちが気持ちを伝えあう大切なことばです。手と指だけでなく、体・目・顔の表情などを使って話をします。聞こえない人と楽しく手話で会話してみませんか？
はじめて手話を見るという方、手話をもっと知りたい方も大歓迎です。
　日時：８月２日（日）午前の部１０：００～１２：００
　　　　　　　　　　　午後の部１３：３０～１５：３０
　　　　８月５日（水）午後の部１３：３０～１５：３０","公益社団法人香川県聴覚障害者協会","8/2/2020","10:00","8/2/2020  3:30:00 PM","15:30"
"244","372013","0244","香川県","高松市","国分寺町新名","2069-1",,"橘ノ丘総合運動公園","障害者スポーツクラブ（グラウンドゴルフ）","　グラウンドゴルフは大人も子供も、車イスに乗った方も一緒にできるスポーツです。ルールも簡単なことから、初心者でもすぐに取り組めます。
当クラブは、障害のある人もない人も、年齢を問わず、明るく楽しく、元気一番！をモットーにしているグループです。出来ない、やれない、ではなく、やれるかもしれない、やってみよう、そんな前向きなクラブです。（毎週金曜日（月４回）開催です）","アイアン倶楽部","6/5/2020","13:00","3/27/2021","16:00"
"245","372013","0245","香川県","高松市","常磐町一丁目","3-1","瓦町ＦＬＡＧ８階","瓦町FLAG8階（瓦町健康ステーション）","瓦町健康ステーションの健康相談と機能回復訓練診断について","①健康相談実施日　　　　　令和2年8月12日(水)、26日(水)
②機能回復訓練診断実施日　令和2年8月13日(木)
※対象者：高松市在住の概ね65歳以上の方
※いずれも午後1：15から午後2：15まで
※いずれも参加料金は無料
※いずれも高松市瓦町健康ステーション（087-812-7532)へ要予約
※新型コロナウイルス感染状況により、中止になる場合があります。","高松市","8/12/2020",,"8/26/2020",
